SampleID,Target
valid486,0.947592418747
valid487,0.924327885261
valid488,1.0
valid489,-0.709293418969
valid490,1.0
valid491,-1.0
valid492,-0.801884574883
valid493,0.666666666667
valid494,1.0
valid495,1.0
valid496,0.814483108072
valid497,-0.790242307994
valid498,-0.771000410711
valid499,1.0
valid500,-1.0
valid501,-0.904946648005
valid502,1.0
valid503,1.0
valid504,1.0
valid505,-1.0
valid506,-0.892476776944
valid507,0.979036091462
valid508,-0.686081389968
valid509,-1.0
valid510,1.0
valid511,-0.690577980345
valid512,-0.666666666667
valid513,-0.846763436489
valid514,-1.0
valid515,0.988799622404
valid516,-0.666666666667
valid517,-1.0
valid518,0.801884574883
valid519,-0.846763436489
valid520,0.924327885261
valid521,0.855667813531
valid522,0.846763436489
valid523,1.0
valid524,1.0
valid525,0.771000410711
valid526,-0.870977764781
valid527,-0.892863104692
valid528,1.0
valid529,0.981943076818
valid530,0.75514345776
valid531,0.947948431815
valid532,0.666666666667
valid533,1.0
valid534,-1.0
valid535,0.892476776944
valid536,-0.892476776944
valid537,0.686081389968
valid538,-0.666666666667
valid539,0.742032821391
valid540,1.0
valid541,0.957098969271
valid542,-1.0
valid543,0.947948431815
valid544,-0.924327885261
valid545,0.75514345776
valid546,0.924327885261
valid547,0.846763436489
valid548,-0.924327885261
valid549,0.921039213343
valid550,-1.0
valid551,1.0
valid552,-0.847182884781
valid553,0.832156073505
valid554,-1.0
valid555,0.742032821391
valid556,0.747355301837
valid557,-0.924327885261
valid558,-0.747355301837
valid559,0.932978517085
valid560,0.690577980345
valid561,0.892863104692
valid562,1.0
valid563,-1.0
valid564,1.0
valid565,-0.666666666667
valid566,1.0
valid567,-1.0
valid568,-0.870977764781
valid569,-0.870977764781
valid570,0.924327885261
valid571,-1.0
valid572,1.0
valid573,0.947948431815
valid574,0.666666666667
valid575,-0.747355301837
valid576,0.846763436489
valid577,-0.966204878726
valid578,0.892476776944
valid579,-0.870977764781
valid580,-1.0
valid581,-0.832156073505
valid582,-0.690577980345
valid583,-1.0
valid584,0.747355301837
valid585,1.0
valid586,-1.0
valid587,1.0
valid588,1.0
valid589,0.987565823188
valid590,-0.727505758478
valid591,1.0
valid592,-1.0
valid593,0.966204878726
valid594,-0.947948431815
valid595,0.790242307994
valid596,1.0
valid597,1.0
valid598,0.790242307994
valid599,1.0
valid600,-0.887134105043
valid601,1.0
valid602,-0.742032821391
valid603,0.686081389968
valid604,-0.847182884781
valid605,-1.0
valid606,1.0
valid607,-0.975521156521
valid608,-0.870977764781
valid609,-1.0
valid610,-0.747355301837
valid611,0.892476776944
valid612,0.666666666667
valid613,-0.709293418969
valid614,0.870977764781
valid615,0.771000410711
valid616,0.771000410711
valid617,1.0
valid618,-0.870977764781
valid619,0.790242307994
valid620,0.801884574883
valid621,1.0
valid622,-0.967002262175
valid623,-0.929816381081
valid624,0.887134105043
valid625,-0.957098969271
valid626,0.870977764781
valid627,1.0
valid628,0.924327885261
valid629,-0.924327885261
valid630,-0.967002262175
valid631,1.0
valid632,-0.904946648005
valid633,0.924327885261
valid634,-0.924327885261
valid635,1.0
valid636,-1.0
valid637,-0.742032821391
valid638,-0.846763436489
valid639,-0.987565823188
valid640,0.709293418969
valid641,0.929816381081
valid642,-1.0
valid643,1.0
valid644,-0.921039213343
valid645,0.666666666667
valid646,0.690577980345
valid647,-0.887134105043
valid648,-0.686081389968
valid649,-0.709293418969
valid650,-1.0
valid651,0.747355301837
valid652,-0.814483108072
valid653,0.980277465783
valid654,-0.686081389968
valid655,1.0
valid656,0.957098969271
valid657,-1.0
valid658,-0.733212133041
valid659,0.733212133041
valid660,1.0
valid661,0.846763436489
valid662,0.790242307994
valid663,0.666666666667
valid664,-1.0
valid665,1.0
valid666,-1.0
valid667,0.801884574883
valid668,-0.975521156521
valid669,-1.0
valid670,-0.924327885261
valid671,-0.923443504493
valid672,1.0
valid673,0.686081389968
valid674,-0.921039213343
valid675,0.975521156521
valid676,0.847182884781
valid677,-0.666666666667
valid678,-0.742032821391
valid679,0.666666666667
valid680,-0.924327885261
valid681,-1.0
valid682,-0.923443504493
valid683,-1.0
valid684,-0.801884574883
valid685,1.0
valid686,0.686081389968
valid687,0.975521156521
valid688,0.666666666667
valid689,0.75514345776
valid690,-0.686081389968
valid691,-1.0
valid692,0.924327885261
valid693,-0.847182884781
valid694,0.947948431815
valid695,-1.0
valid696,-0.666666666667
valid697,-0.855667813531
valid698,-0.771000410711
valid699,1.0
valid700,-1.0
valid701,0.904946648005
valid702,0.855667813531
valid703,-0.709293418969
valid704,1.0
valid705,-0.966204878726
valid706,-0.666666666667
valid707,-1.0
valid708,-0.870977764781
valid709,-1.0
valid710,-1.0
valid711,-1.0
valid712,-1.0
valid713,0.790242307994
valid714,0.870977764781
valid715,1.0
valid716,1.0
valid717,0.979036091462
valid718,-1.0
valid719,1.0
valid720,1.0
valid721,1.0
valid722,0.804429406671
valid723,-1.0
valid724,-1.0
valid725,-0.804429406671
valid726,0.887134105043
valid727,-0.666666666667
valid728,0.686081389968
valid729,1.0
valid730,-1.0
valid731,0.804429406671
valid732,1.0
valid733,-0.847182884781
valid734,0.924327885261
valid735,0.727505758478
valid736,-1.0
valid737,-1.0
valid738,0.924327885261
valid739,0.987565823188
valid740,0.666666666667
valid741,0.814483108072
valid742,0.690577980345
valid743,-0.870977764781
valid744,-0.832156073505
valid745,0.686081389968
valid746,-0.988799622404
valid747,-0.870977764781
valid748,-0.727505758478
valid749,1.0
valid750,1.0
valid751,-1.0
valid752,1.0
valid753,-0.801884574883
valid754,-1.0
valid755,-0.690577980345
valid756,0.814483108072
valid757,-0.846763436489
valid758,1.0
valid759,-0.924327885261
valid760,0.814483108072
valid761,1.0
valid762,0.870977764781
valid763,-0.804429406671
valid764,-0.814483108072
valid765,-0.855667813531
valid766,0.75514345776
valid767,0.733212133041
valid768,-0.846763436489
valid769,-0.666666666667
valid770,0.870977764781
valid771,-0.975521156521
valid772,-0.686081389968
valid773,1.0
valid774,-1.0
valid775,0.887134105043
valid776,-0.892863104692
valid777,-0.804429406671
valid778,-0.666666666667
valid779,-0.747355301837
valid780,0.75514345776
valid781,-1.0
valid782,-1.0
valid783,-0.804429406671
valid784,-0.709293418969
valid785,-0.923443504493
valid786,0.967002262175
valid787,0.855667813531
valid788,-0.814483108072
valid789,0.832156073505
valid790,1.0
valid791,0.733212133041
valid792,1.0
valid793,1.0
valid794,1.0
valid795,-0.932978517085
valid796,-1.0
valid797,1.0
valid798,1.0
valid799,0.924327885261
valid800,0.686081389968
valid801,-0.804429406671
valid802,0.75514345776
valid803,1.0
valid804,-0.690577980345
valid805,0.846763436489
valid806,-1.0
valid807,-0.847182884781
valid808,-0.892863104692
valid809,0.801884574883
valid810,-1.0
valid811,-1.0
valid812,0.887134105043
valid813,0.870977764781
valid814,-0.980277465783
valid815,-0.801884574883
valid816,-1.0
valid817,-0.929816381081
valid818,-1.0
valid819,-0.847182884781
valid820,-0.904946648005
valid821,-0.975521156521
valid822,1.0
valid823,-0.870977764781
valid824,0.666666666667
valid825,0.923443504493
valid826,0.7955794768
valid827,-0.790242307994
valid828,1.0
valid829,-0.99294313385
valid830,0.814483108072
valid831,-0.666666666667
valid832,-1.0
valid833,-0.804429406671
valid834,0.727505758478
valid835,0.790242307994
valid836,0.921039213343
valid837,0.727505758478
valid838,1.0
valid839,-0.904946648005
valid840,0.742032821391
valid841,1.0
valid842,-1.0
valid843,-0.705583943384
valid844,0.947948431815
valid845,1.0
valid846,-0.733212133041
valid847,-0.846763436489
valid848,-0.709293418969
valid849,0.975521156521
valid850,0.666666666667
valid851,1.0
valid852,-1.0
valid853,-0.742032821391
valid854,0.666666666667
valid855,-0.709293418969
valid856,1.0
valid857,-1.0
valid858,-1.0
valid859,-0.921039213343
valid860,0.801884574883
valid861,-0.814483108072
valid862,0.771000410711
valid863,-0.771000410711
valid864,0.727505758478
valid865,0.924327885261
valid866,-1.0
valid867,-0.814483108072
valid868,-0.947592418747
valid869,-0.975521156521
valid870,0.727505758478
valid871,0.855667813531
valid872,-0.814483108072
valid873,-0.801884574883
valid874,0.932978517085
valid875,0.666666666667
valid876,-1.0
valid877,0.870977764781
valid878,-0.967002262175
valid879,-0.709293418969
valid880,0.705583943384
valid881,-0.747355301837
valid882,0.987565823188
valid883,0.988799622404
valid884,0.709293418969
valid885,1.0
valid886,0.924327885261
valid887,-1.0
valid888,0.947948431815
valid889,-0.904946648005
valid890,-0.924327885261
valid891,1.0
valid892,-1.0
valid893,-0.790242307994
valid894,0.847182884781
valid895,0.771000410711
valid896,-0.814483108072
valid897,0.7955794768
valid898,-0.924327885261
valid899,-1.0
valid900,1.0
valid901,-0.727505758478
valid902,0.904946648005
valid903,-0.870977764781
valid904,-1.0
valid905,0.967002262175
valid906,0.686081389968
valid907,-0.924327885261
valid908,0.666666666667
valid909,0.733212133041
valid910,0.887134105043
valid911,0.887134105043
valid912,0.666666666667
valid913,1.0
valid914,0.947592418747
valid915,-0.892863104692
valid916,-1.0
valid917,-0.733212133041
valid918,-0.709293418969
valid919,0.921039213343
valid920,-1.0
valid921,1.0
valid922,0.686081389968
valid923,-0.846763436489
valid924,-0.929816381081
valid925,-0.870977764781
valid926,0.892476776944
valid927,0.923443504493
valid928,1.0
valid929,-1.0
valid930,0.801884574883
valid931,-0.870977764781
valid932,-1.0
valid933,0.870977764781
valid934,1.0
valid935,1.0
valid936,-0.988799622404
valid937,0.929816381081
valid938,1.0
valid939,0.892476776944
valid940,-0.980277465783
valid941,-0.957098969271
valid942,-0.929816381081
valid943,-0.771000410711
valid944,-1.0
valid945,-1.0
valid946,0.967002262175
valid947,1.0
valid948,1.0
valid949,0.975521156521
valid950,0.887134105043
valid951,-1.0
valid952,1.0
valid953,-0.924327885261
valid954,0.804429406671
valid955,0.924327885261
valid956,-1.0
valid957,0.790242307994
valid958,0.887134105043
valid959,1.0
valid960,-0.690577980345
valid961,1.0
valid962,-0.892476776944
valid963,-1.0
valid964,-0.733212133041
valid965,-0.846763436489
valid966,1.0
valid967,-0.981973974278
valid968,0.727505758478
valid969,-0.924327885261
valid970,-1.0
valid971,-1.0
valid972,1.0
valid973,-1.0
valid974,0.686081389968
valid975,-1.0
valid976,-0.99294313385
valid977,-1.0
valid978,0.924327885261
valid979,1.0
valid980,1.0
valid981,-1.0
valid982,1.0
valid983,-0.7955794768
valid984,0.870977764781
valid985,-0.892476776944
valid986,-0.924327885261
valid987,-0.75514345776
valid988,-0.870977764781
valid989,-1.0
valid990,0.847182884781
valid991,-0.814483108072
valid992,-1.0
valid993,1.0
valid994,0.924327885261
valid995,1.0
valid996,-0.904946648005
valid997,-1.0
valid998,-0.666666666667
valid999,-0.733212133041
valid1000,-0.892863104692
valid1001,0.801884574883
valid1002,0.742032821391
valid1003,0.75514345776
valid1004,-1.0
valid1005,-1.0
valid1006,-1.0
valid1007,-0.690577980345
valid1008,1.0
valid1009,1.0
valid1010,1.0
valid1011,-0.870977764781
valid1012,0.686081389968
valid1013,-1.0
valid1014,0.924327885261
valid1015,-0.690577980345
valid1016,-0.747355301837
valid1017,0.709293418969
valid1018,-0.7955794768
valid1019,1.0
valid1020,0.709293418969
valid1021,-1.0
valid1022,0.997137645403
valid1023,-0.855667813531
valid1024,-0.929816381081
valid1025,-0.975521156521
valid1026,0.99294313385
valid1027,-0.929816381081
valid1028,0.924327885261
valid1029,-1.0
valid1030,0.666666666667
valid1031,-0.870977764781
valid1032,1.0
valid1033,-1.0
valid1034,-1.0
valid1035,0.924327885261
valid1036,-1.0
valid1037,0.771000410711
valid1038,0.705583943384
valid1039,0.801884574883
valid1040,-1.0
valid1041,-0.988799622404
valid1042,1.0
valid1043,-1.0
valid1044,0.855667813531
valid1045,1.0
valid1046,-1.0
valid1047,1.0
valid1048,-0.947948431815
valid1049,1.0
valid1050,0.686081389968
valid1051,1.0
valid1052,-0.686081389968
valid1053,0.870977764781
valid1054,-0.95479387901
valid1055,0.929816381081
valid1056,1.0
valid1057,1.0
valid1058,-0.804429406671
valid1059,-0.892476776944
valid1060,-1.0
valid1061,0.709293418969
valid1062,1.0
valid1063,1.0
valid1064,-0.929816381081
valid1065,0.771000410711
valid1066,1.0
valid1067,0.666666666667
valid1068,-1.0
valid1069,0.924327885261
valid1070,-0.804429406671
valid1071,0.981973974278
valid1072,-0.771000410711
valid1073,-0.855667813531
valid1074,-1.0
valid1075,-0.970825336597
valid1076,1.0
valid1077,0.814483108072
valid1078,-0.967002262175
valid1079,0.742032821391
valid1080,1.0
valid1081,1.0
valid1082,-1.0
valid1083,0.709293418969
valid1084,1.0
valid1085,-0.924327885261
valid1086,0.887134105043
valid1087,0.924327885261
valid1088,0.932978517085
valid1089,-0.790242307994
valid1090,-1.0
valid1091,0.771000410711
valid1092,-1.0
valid1093,-1.0
valid1094,0.666666666667
valid1095,-0.892863104692
valid1096,0.686081389968
valid1097,-0.947592418747
valid1098,-0.804429406671
valid1099,0.966204878726
valid1100,0.709293418969
valid1101,-0.801884574883
valid1102,-0.690577980345
valid1103,-0.904946648005
valid1104,-0.95479387901
valid1105,0.801884574883
valid1106,0.771000410711
valid1107,-0.75514345776
valid1108,1.0
valid1109,0.771000410711
valid1110,-0.846763436489
valid1111,-0.705583943384
valid1112,1.0
valid1113,-1.0
valid1114,-0.870977764781
valid1115,-0.855667813531
valid1116,1.0
valid1117,0.892863104692
valid1118,-0.947948431815
valid1119,-0.690577980345
valid1120,-1.0
valid1121,1.0
valid1122,-1.0
valid1123,0.814483108072
valid1124,1.0
valid1125,1.0
valid1126,-0.742032821391
valid1127,-0.75514345776
valid1128,0.733212133041
valid1129,-1.0
valid1130,0.947948431815
valid1131,-0.832156073505
valid1132,-0.847182884781
valid1133,-0.847182884781
valid1134,-1.0
valid1135,-0.847182884781
valid1136,0.988799622404
valid1137,0.75514345776
valid1138,1.0
valid1139,0.846763436489
valid1140,1.0
valid1141,-0.75514345776
valid1142,0.727505758478
valid1143,-0.929816381081
valid1144,1.0
valid1145,-0.892476776944
valid1146,0.847182884781
valid1147,1.0
valid1148,1.0
valid1149,0.847182884781
valid1150,-1.0
valid1151,-0.75514345776
valid1152,-1.0
valid1153,-0.847182884781
valid1154,1.0
valid1155,1.0
valid1156,0.967002262175
valid1157,0.95479387901
valid1158,-0.690577980345
valid1159,0.892476776944
valid1160,1.0
valid1161,0.832156073505
valid1162,1.0
valid1163,-0.832156073505
valid1164,-1.0
valid1165,0.870977764781
valid1166,-0.870977764781
valid1167,0.99294313385
valid1168,-0.666666666667
valid1169,0.921039213343
valid1170,1.0
valid1171,0.924327885261
valid1172,0.804429406671
valid1173,-1.0
valid1174,0.690577980345
valid1175,-0.870977764781
valid1176,-1.0
valid1177,0.814483108072
valid1178,-0.742032821391
valid1179,1.0
valid1180,-0.932978517085
valid1181,-0.75514345776
valid1182,-0.987565823188
valid1183,1.0
valid1184,-1.0
valid1185,0.989329219717
valid1186,-1.0
valid1187,1.0
valid1188,-1.0
valid1189,0.75514345776
valid1190,0.923443504493
valid1191,-1.0
valid1192,-1.0
valid1193,0.747355301837
valid1194,-0.967002262175
valid1195,0.988799622404
valid1196,-0.847182884781
valid1197,0.924327885261
valid1198,0.686081389968
valid1199,0.832156073505
valid1200,-0.832156073505
valid1201,1.0
valid1202,-1.0
valid1203,-0.690577980345
valid1204,-0.870977764781
valid1205,-0.771000410711
valid1206,0.988799622404
valid1207,-1.0
